Cliente,1,3
2,346.0,
3,,334.0
4,90.0,
5,255.0,
6,375.9999999999999,
7,47.00000000000068,
8,,26.0
9,91.0,
10,,333.0
11,345.0,
12,47.00000000000068,
13,,265.0
14,377.0000000000007,
15,375.0,
16,48.0,
17,347.0,
18,255.0,
